token	jbo	rafsi	en	description	jbo description
lege	cnebo	neb ne'o	neck	$nは首	$x_{1}$ is a/the neck [body-part] of $x_{2}$; [metaphor: a relatively narrow point].
lega	clika		mossy		$x_{1}$ is a moss/lichen of species/strain $x_{2}$ growing on $x_{3}$; (adjective:) $x_{1}$ is mossy.
leni	cerni	cer	morning	$nは$a (惑星) の曉	$x_{1}$ is a morning [dawn until after typical start-of-work for locale] of day $x_{2}$ at location $x_{3}$.
lene	cinje	cij	wrinkle		$x_{1}$ is a wrinkle/crease/fold [shape/form] in $x_{2}$.
lenq	cindu		oak		$x_{1}$ is an oak, a type of tree of species/strain $x_{2}$.
lena	ctino	ti'o	shadow		$x_{1}$ is a shadow/the shade of object $x_{2}$, made by light/energy source $x_{3}$.
lemi	ctebi	teb	lip	$nは脣	$x_{1}$ is a/the lip [body-part]/rim of orifice $x_{2}$ of body $x_{3}$; (adjective:) $x_{1}$ is labial.
leme	cimle		adorable cute		$x_1$ is cute/adorable to $x_2$ in aspect $x_3$ according to aesthetic $x_4$.
lemq	centi	cen	.01		$x_{1}$ is a hundredth [1/100; $10^{-2}$] of $x_{2}$ in dimension/aspect $x_{3}$ (default is units).
lema	cecmu	cem ce'u	community		$x_{1}$ is a community/colony of organisms $x_{2}$.
lexe	creka	cek	shirt		$x_{1}$ is a shirt/blouse/top [upper-body garment - not necessarily sleeved or buttoned], material $x_{2}$.
lexa	cpixa		appear		$x_1$ appears
leli	cnino	nin ni'o	new		$x_{1}$ is new/unfamiliar/novel to observer $x_{2}$ in feature $x_{3}$ (ka) by standard $x_{4}$; $x_{1}$ is a novelty.
lele	crepu	rep	harvest		$x_{1}$ (agent) harvests/reaps/gathers crop/product/objects $x_{2}$ from source/area $x_{3}$.
lelq	cmaci		mathematics		$x_{1}$ is a mathematics of type/describing $x_{2}$.
lela	crisa	cis	summer	$nは$a (惑星) の夏 (最も暑い季節)	$x_{1}$ is summer/summertime [hot season] of year $x_{2}$ at location $x_{3}$.
lese	cisni		size measurement		$x_1$ is of size/measurement $x_2$ in dimension/aspect $x_3$
lesa	censa	ces	holy		$x_{1}$ is holy/sacred to person/people/culture/religion/cult/group $x_{2}$.
lefi	cinfo		lion		$x_{1}$ is a lion/[lioness] of species/breed $x_{2}$.
lefe	cfila	cfi	flaw		$x_{1}$ (property - ka) is a flaw/fault/defect in $x_{2}$ causing $x_{3}$.
lefq	cipni	cpi	bird	$nは鳥 (鳥類)	$x_{1}$ is a bird/avian/fowl of species $x_{2}$.
lefa	cfale		phase		$x_1$ [dimensionful number] is the (relative) phase (difference) in oscillatory system $x_2$ relative to zero mark $x_3$ under conditions/by standard $x_4$
lehe	cange	cag	farm		$x_{1}$ is a farm/ranch at $x_{2}$, farmed by $x_{3}$, raising/producing $x_{4}$; (adjective:) $x_{1}$ is agrarian.
leha	cladu	lau	loud		$x_{1}$ is loud/noisy at observation point $x_{2}$ by standard $x_{3}$.
leji	celdi		group love		$x_1$ is a group of people who love each other in a sexual or non-sexual way, which includes the individuals $x_2$, $x_3$, $x_4$, $x_5$, etc., etc., etc.
leje	cilre	cli	learn	$nは$aを學ぶ	$x_{1}$ learns $x_{2}$ (du'u) about subject $x_{3}$ from source $x_{4}$ (obj./event) by method $x_{5}$ (event/process).
lejq	cerda	ced	heir		$x_{1}$ is an heir to/is to inherit $x_{2}$ (object/quality) from $x_{3}$ according to rule $x_{4}$.
leja	cidja	dja	food nutriment		$x_{1}$ is food/feed/nutriment for $x_{2}$; $x_{1}$ is edible/gives nutrition to $x_{2}$.
leze	creze				$x_1$ practices/exercises/studies/improves at doing/being $x_2$ by method $x_3$
leza	cendo				$x_1$ pertains to the Shinto culture/religion/ethos in aspect $x_2$
levi	cevni	cev cei	god		$x_{1}$ is a/the god/deity of people(s)/religion $x_{2}$ with dominion over $x_{3}$ [sphere]; $x_{1}$ is divine.
leve	cmeta		fractally applicative meta		$x_1$ is meta to/an example of $x_2$ that describes such an object/concept/notion/system/topic/etc., being meta in property/aspect $x_3$, and which has features $x_4$, governed by/considered in system/considerations/epistemology/theory $x_5$; $x_1$ is meta (a particular type of abstraction of $x_2$ so as to apply to itself in some sense); $x_1$ is an/a piece of/an example of $x_2$ that applies fractally thereto
levq	cmevo		name		$x_1$ is a morphologically defined name word meaning $x_2$ in language $x_3$.
leva	cenba	cne	vary		$x_{1}$ varies/changes in property/quantity $x_{2}$ (ka/ni) in amount/degree $x_{3}$ under conditions $x_{4}$.
leri	cortu	cor cro	pain	$nは$a (力) に痛む	$x_{1}$ hurts/feels pain/hurt at locus $x_{2}$.
lere	cartu	cat	chart		$x_{1}$ is a chart/diagram/map of/about $x_{2}$ showing formation/data-points $x_{3}$.
lerq	certu	cre	expert competent		$x_{1}$ is an expert/pro/has prowess in/is skilled at $x_{2}$ (event/activity) by standard $x_{3}$.
lera	cecla	cel ce'a	launcher		$x_{1}$ launches/fires/shoots projectile/missile $x_{2}$, propelled by $x_{3}$ [propellant/propulsion].
lqge	cketi	cet	hesitate		$x_1$ hesitates/vacillates/is unsure about doing/being $x_2$ (ka/nu) because of $x_3$.
lqne	cnano	na'o	norm average		$x_{1}$ [value] is a norm/average in property/amount $x_{2}$ (ka/ni) among $x_{3}$(s) (set) by standard $x_{4}$.
lqme	cmene	cme me'e	name title	$nは$aを意味する (の名である)	$x_{1}$ (quoted word(s)) is a/the name/title/tag of $x_{2}$ to/used-by namer/name-user $x_{3}$ (person).
lqxe	ckiku	kik	key		$x_{1}$ is a key fitting/releasing/opening/unlocking lock $x_{2}$, and having relevant properties $x_{3}$.
lqle	cletu		set		$x_1$ is a mathematical set, containing members $x_2$
lqse	cteki	tek ce'i	tax		$x_{1}$ is a tax/levy/duty on goods/services/event $x_{2}$ levied against $x_{3}$ by authority/collector $x_{4}$.
lqfe	cpacu	cpa	get		$x_{1}$ gets/procures/acquires/obtains/accepts $x_{2}$ from source $x_{3}$ [previous possessor not implied].
lqhe	clenu		axis		$x_1$ is an axis/center curve/extended center (or, possibly metaphorically, focus 'point') of $x_2$ in sense $x_3$
lqje	clira	lir	early		$x_{1}$ (event) is early by standard $x_{2}$.
lqze	cripu	rip	bridge	$nは橋梁	$x_{1}$ is a bridge/span over/across $x_{2}$ between $x_{3}$ and $x_{4}$ [unordered, typically destination first].
lqve	cpedu	cpe	ask request	$nはを$a (質問) を$dへ問ふ	$x_{1}$ requests/asks/petitions/solicits for $x_{2}$ of/from $x_{3}$ in manner/form $x_{4}$.
lqre	cikre		repair		$x_{1}$ repairs/mends/fixes $x_{2}$ for use $x_{3}$.
lagw	ctaru		tide		$x_{1}$ is a tide [cyclical/periodic expansion] in $x_{2}$ caused by $x_{3}$.
lage	crane	cra	front	$nは$aの前 (進行方向) に有る	$x_{1}$ is anterior/ahead/forward/(in/on) the front of $x_{2}$ which faces/in-frame-of-reference $x_{3}$.
lago	cabna	cab	concurrent now		$x_{1}$ is current at/in the present of/during/concurrent/simultaneous with $x_{2}$ in time.
laga	cagna		wound wounded		$x_1$ is a wound on body $x_2$ at locus $x_3$ caused by $x_4$
lanw	canlu	cal ca'u	space	$nは3次元物理的空間	$x_{1}$ is space/volume/region/room [at-least-3-dimensional area] occupied by $x_{2}$.
lane	canci		vanish		$x_{1}$ vanishes/disappears from location $x_{2}$; $x_{1}$ ceases to be observed at $x_{2}$ using senses/sensor $x_{3}$.
lano	caxno	cax	shallow		$x_{1}$ is shallow in extent in direction/property $x_{2}$ away from reference point $x_{3}$ by standard $x_{4}$.
lana	canti		gut intestines	$nは內臟	$x_{1}$ is a/the gut(s)/entrails/intestines/viscera/innards/digestive system [body-part] of $x_{2}$.
lamw	cumla	cul	humble		$x_{1}$ is humble/modest about $x_{2}$ (abstraction); $x_{1}$ displays humility about $x_{2}$.
lame	canre	can	sand		$x_{1}$ is a quantity of/contains/is made of sand/grit from source $x_{2}$ of composition including $x_{3}$.
lamo	cumki	cum cu'i	possible		$x_{1}$ (event/state/property) is possible under conditions $x_{2}$; $x_{1}$ may/might occur; $x_{1}$ is a maybe.
lama	catni	ca'i	authority		$x_{1}$ has authority/is an official in/on/over matter/sphere/persons $x_{2}$ derived on basis $x_{3}$.
laxw	cuxna	cux cu'a	choose pick		$x_{1}$ chooses/selects $x_{2}$ [choice] from set/sequence of alternatives $x_{3}$ (complete set).
laxe	catke	ca'e	push shove		$x_{1}$ [agent] shoves/pushes $x_{2}$ at locus $x_{3}$.
laxo	cakla		chocolate		$x_{1}$ is made of/contains/is a quantity of chocolate/cocoa.
laxa	cukta	cku	book	$nは本 (卷, 册)	$x_{1}$ is a book containing work $x_{2}$ by author $x_{3}$ for audience $x_{4}$ preserved in medium $x_{5}$.
lale	carce		cart		$x_{1}$ is a cart/carriage/wagon [wheeled vehicle] for carrying $x_{2}$, propelled by $x_{3}$.
lala	cokcu	cko	soak up		$x_{1}$ soaks up/absorbs/sucks up $x_{2}$ from $x_{3}$ into $x_{4}$; $x_{1}$ is an absorbant.
lasw	catlu	cta	look		$x_{1}$ looks at/examines/views/inspects/regards/watches/gazes at $x_{2}$.
lase	cokte				$x_1$ is a plum/member of subgenus Prunus of genus Prunus of species/variety $x_2$
laso	casnu	snu	discuss converse		$x_{1}$(s) (mass normally, but 1 individual/jo'u possible) discuss(es)/talk(s) about topic/subject $x_{2}$.
lasa	cacra		hour		$x_{1}$ is $x_{2}$ hours in duration (default is 1 hour) by standard $x_{3}$.
lafw	ckafi	kaf	coffee		$x_{1}$ is made of/contains/is a quantity of coffee from source/bean/grain $x_{2}$.
lafe	cafne	caf	frequent often		$x_{1}$ (event) often/frequently/commonly/customarily occurs/recurs by standard $x_{2}$.
lafo	ckasu	cas	ridicule		$x_{1}$ ridicules/mocks/scoffs at $x_{2}$ about $x_{3}$ (property/event) by doing activity $x_{4}$ (event).
lafa	catra		kill murder	$nは殺す	$x_{1}$ (agent) kills/slaughters/murders $x_{2}$ by action/method $x_{3}$.
lahw	cajni		abelian commutative operator		$x_1$ is a binary operator which is commutative in space/under conditions/on (or endowing) set $x_2$; $x_1$ and $x_2$ are each abelian (in different senses).
lahe	ckaji	kai	attribute characteristic		$x_{1}$ has/is characterized by property/feature/trait/aspect/dimension $x_{2}$ (ka); $x_{2}$ is manifest in $x_{1}$.
laho	canko	ca'o	window		$x_{1}$ is a window/portal/opening [portal] in wall/building/structure $x_{2}$.
laha	canpa	cna	shovel		$x_{1}$ is a shovel/spade [bladed digging implement] for digging $x_{2}$.
laje	calku	cak	shell		$x_{1}$ is a shell/husk [hard, protective covering] around $x_{2}$ composed of $x_{3}$.
laja	canja	caj	exchange trade		$x_{1}$ exchanges/trades/barters commodity $x_{2}$ for $x_{3}$ with $x_{4}$; $x_{1}$, $x_{4}$ is a trader/merchant/businessman.
lazw	cando	cad	idle		$x_{1}$ is idle/at rest/inactive.
laze	cadma		shaman		$x_1$ is a shaman/medicine man of group/tribe $x_2$
lazo	cadzu	dzu	walk	$nは$aを步く	$x_{1}$ walks/strides/paces on surface $x_{2}$ using limbs $x_{3}$.
laza	cadga		ought should		$x_1$ (abstraction) should/(of right) ought to be true/happening under conditions/in the case of $x_2$ being true/happening, as believed by/by standard/under consideration of $x_3$. If the world were proper/correct/just/ruled perfectly and strictly according to $x_3$ and if $x_2$ were true, then $x_1$ would be true as well.
lavw	carvi	cav	rain	$nは雨	$x_{1}$ rains/showers/[precipitates] to $x_{2}$ from $x_{3}$; $x_{1}$ is precipitation [not limited to 'rain'].
lave	ckape	cap	peril		$x_{1}$ is perilous/dangerous/potentially harmful to $x_{2}$ under conditions $x_{3}$.
lavo	cmavo	ma'o	structure word		$x_{1}$ is a structure word of grammatical class $x_{2}$, with meaning/function $x_{3}$ in usage (language) $x_{4}$.
lava	cabra	ca'a	apparatus		$x_{1}$ is apparatus/mechanism/device/equipment for function $x_{2}$ controlled/[triggered] by $x_{3}$ (agent).
larw	corci		body language facial expression		$x_1$ is a gesture/facial expression/body part motion/body language/expressive (nonverbal or nonvocal) feature/microexpression/stature/posture/sign/body signal [nonverbal expression made using only one's body parts and items on one's immediate person as extensions of the body in order to communicate; possibly nonlinguistic/extralinguistic] that conveys/expresses thought/emotion/command/idea $x_2$ (nu/si'o; possibly text and other types) made using body part/utensil/object/at locus $x_3$ in/by motion/action/means $x_4$
lare	ckule	kul cu'e	school		$x_{1}$ is school/institute/academy at $x_{2}$ teaching subject(s) $x_{3}$ to audience/community $x_{4}$ operated by $x_{5}$.
laro	carmi	cam cai	intense	$nは明るい (明度=大)	$x_{1}$ is intense/bright/saturated/brilliant in property (ka) $x_{2}$ as received/measured by observer $x_{3}$.
lara	carna	car	turn	$nは$a (中心, 軸) を回る	$x_1$ turns about vector $x_2$ towards direction $x_3$, turning angular distance / to face point $x_4$
swga	skapi	kap	pelt	$nは皮膚 (皮革)	$x_{1}$ is a pelt/skin/hide/leather from $x_{2}$.
swna	salni		salty		$x1$ is salty/briny to observer $x2$.
swma	smaji	sma	quiet		$x_{1}$ (source) is quiet/silent/[still] at observation point $x_{2}$ by standard $x_{3}$.
swxa	skari	ska	color	$nは$a (色) を發する	$x_{1}$ is/appears to be of color/hue $x_{2}$ as perceived/seen by $x_{3}$ under conditions $x_{4}$.
swla	slami		acid		$x_{1}$ is a quantity of/contains/is made of acid of composition $x_{2}$; (adjective:) $x_{1}$ is acidic.
swsa	stani		stalk stem	$nは胴 (幹, 莖)	$x_{1}$ is a/the stalk/stem/trunk [body-part] of plant/species $x_{2}$; [metaphor: main support].
swfa	sfasa	sfa	punish		$x_{1}$ (agent) punishes $x_{2}$ for infraction $x_{3}$ (event/state/action) with punishment $x_{4}$ (event/state).
swha	slaka		syllable		$x_{1}$ is a syllable in language $x_{2}$.
swja	sralo		Australian		$x_{1}$ reflects Australian culture/nationality/geography/dialect in aspect $x_{2}$.
swza	slari	sar	sour		$x_{1}$ is sour/tart to observer $x_{2}$.
swva	spali		polish		$x_{1}$ (agent) polishes object/surface $x_{2}$ with polish $x_{3}$, applied using tool $x_{4}$.
swra	srana	ra'a	pertain pertinent	$nは$aに關はる ($a的)	$x_{1}$ pertains to/is germane/relevant to/concerns/is related/associated with/is about $x_{2}$.
sugu	sudga	sud	dry	$nは乾く	$x_{1}$ is dry of liquid $x_{2}$; (adjective:) $x_{1}$ is arid.
sugo	sunga	sug	garlic		$x_{1}$ is a quantity of garlic [bulb] of species/strain $x_{2}$.
sunu	cutne	cut	chest		$x_{1}$ is a/the chest/thorax/upper trunk/[rib cage/breast] [body-part] of $x_{2}$.
suno	culno	clu	full	$nは$aに滿ちる (密度=最大)	$x_{1}$ is full/completely filled with $x_{2}$.
sumu	sumne		smell	$nは$a (化學物質) を嗅ぐ	$x_{1}$ (experiencer) smells/scents (transitive verb) $x_{2}$; $x_{2}$ smells/has odor/scent to observer $x_{1}$.
sumo	sumro		Sumerian		$x_1$ reflects Sumerian geography/chronology/culture/language/identity in aspect $x_2$
suxu	sucta	suc	abstract		$x_{1}$ (si'o) is abstracted/generalized/idealized from $x_{2}$ [something concrete] by rules $x_{3}$.
suxo	cutci	cuc	shoe		$x_{1}$ is a shoe/boot/sandal for covering/protecting [feet/hooves] $x_{2}$, and of material $x_{3}$.
susu	cusku	cus sku	express mention	$nはを$a (表現) を言ふ	$x_{1}$ (agent) expresses/says $x_{2}$ (sedu'u/text/lu'e concept) for audience $x_{3}$ via expressive medium $x_{4}$.
suso	cuspe		songbird		$x1$ is a songbird (e.g. finch/wren/sparrow) of species/breed $x2$
sufo	spupi				$x_1$ is spoopy in property $x_2$ thank mr skeltal doot doot
suhu	skudi		XOR statement		$x_1$ is a logical XOR/mutual-contradiction/exclusive disjunction statement saying that only/exactly one of $x_2$ and $x_3$ can be true at any given time.
suho	sluji	slu	muscle		$x_{1}$ is a/the muscle [body-part] controlling $x_{2}$, of body $x_{3}$; [metaphor: tools of physical power].
suzu	spuda	spu	reply		$x_{1}$ answers/replies to/responds to person/object/event/situation/stimulus $x_{2}$ with response $x_{3}$.
suzo	sumji	suj	sum total		$x_{1}$ is a mathematical sum/result/total of $x_{2}$ plus/increased by $x_{3}$.
suvo	sfubu	sub su'u	dive		$x_{1}$ dives/swoops [manner of controlled falling] to $x_{2}$ from $x_{3}$.
suru	curmi	cru	let permit		$x_{1}$ (agent) lets/permits/allows $x_{2}$ (event) under conditions $x_{3}$; $x_{1}$ grants privilege $x_{2}$.
suro	surla	sur	relax rest		$x_{1}$ relaxes/rests/is at ease in/by doing/being $x_{2}$ (activity).
sege	spero		Esperanto		$x_1$ pertains to Esperanto language/culture in aspect $x_2$
sega	stero	te'o	steradian		$x_{1}$ is $x_{2}$ steradian(s) [metric unit] in solid angle (default is 1) by standard $x_{3}$.
seni	stidi	sid ti'i	suggest propose		$x_{1}$ (agent) suggests/proposes idea/action $x_{2}$ to audience $x_{3}$; $x_{1}$ (event) inspires $x_{2}$ in/among $x_{3}$.
sene	sinso		sine		$x_{1}$ is the trigonometric sine of angle/arcsine $x_{2}$.
senq	sinxa	sni	represent sign		$x_{1}$ is a sign/symbol/signal representing/referring/signifying/meaning $x_{2}$ to observer $x_{3}$.
sena	sinma	si'a	esteem respect	$nは$aを敬ふ	$x_{1}$ esteems/respects/venerates/highly regards $x_{2}$ [object of respect].
semi	sirmu		emu ostrich		$x1$ is an emu/ostrich/cassowary/[ratite bird] of species/breed $x2$
seme	semto	sme	Semitic		$x_{1}$ reflects Semitic [metaphor: Middle-Eastern] language/culture/nationality in aspect $x_{2}$.
semq	simsa	smi	similar	$nは$aに似る (差分=小)	$x_{1}$ is similar/parallel to $x_{2}$ in property/quantity $x_{3}$ (ka/ni); $x_{1}$ looks/appears like $x_{2}$.
sema	steba	seb	frustration		$x_{1}$ feels frustration about $x_{2}$ (abstraction).
sexe	simxu	sim si'u	mutual		$x_{1}$ (set) has members who mutually/reciprocally $x_{2}$ (event [$x_{1}$ should be reflexive in 1+ sumti]).
sexa	sikta		affect		$x_1$ affects $x_2$ in manner $x_3$ (nu / ka-of-$x_2$)
seli	selci	sle	cell		$x_{1}$ is a cell/atom/unit/molecule of $x_{2}$; $x_{1}$ is an indivisible, most basic subunit of $x_{2}$.
sele	since		snake	$nは蛇 (蛇亞目)	$x_{1}$ is a snake/serpent of species/breed $x_{2}$.
selq	sicni	si'i	coin		$x_{1}$ is a coin/token/is specie issued by $x_{2}$ having value $x_{3}$ of composition including $x_{4}$.
sela	siclu	sil	whistle		$x_{1}$ [sound source] whistles/makes whistling sound/note/tone/melody $x_{2}$.
sese	sisti	sti	cease end	$nは止まる (速度=最小)	$x_{1}$ [agent] ceases/stops/halts/ends activity/process/state $x_{2}$ [not necessarily completing it].
sesa	sisku	sis	seek		$x_{1}$ seeks/searches/looks for property $x_{2}$ among set $x_{3}$ (complete specification of set).
sefi	sefsi		self		$x_1$ is/are related to itself/himself/herself/themselves by relation $x_2$
sefe	sepre				$x_1$ pertains to the inner world/personal/intimate experiences/thoughts/feelings of person $x_2$ in aspect $x_3$.
sefq	selfu	sef se'u	serve		$x_{1}$ (agent) serves $x_{2}$ with service $x_{3}$ (activity); $x_{1}$ is a servant (noun) of $x_{2}$ performing $x_{3}$.
sefa	senpi	sen	doubt	$nは$aを疑ふ	$x_{1}$ doubts/is dubious/doubtful/skeptical/questions that $x_{2}$ (du'u) is true.
sehe	sengi		elephant shrew jumping shrew		$x_1$ is an elephant shrew/jumping shrew/sengi (member of Afrotherian mammal order: Macroscelidea) of subtaxon/type/genus/species/variety/breed $x_2$
seha	sigda		if statement IF statement		$x_1$ is a material conditional/'IF' statement (logical statement) saying that $x_2$ (du'u) logically implies $x_3$ (du'u) ("$x_3$ is true if $x_2$ is true; if $x_2$, then $x_3$; $x_2$ being true is sufficient to guarantee the truth of $x_3$").
